OBJECTID_1,Name,County,Address,City,ZIP,Source,Type,Subtype,PhotoURL,created_user,created_date,last_edited_user,last_edited_date,x,y
386,Ashby Circle Playlot,Fulton,Ashby Circle NW,Atlanta,,ALFI,Orchard,Unclassified,AshbyCirclePlaylot.jpg,SDE,01/30/2015 12:53:13,SDE,06/14/2016 16:08:05,-84.41874569,33.76137082
387,Maynard H. Jackson High School,Fulton,801 Glenwood Avenue SE,Atlanta,,ALFI,Orchard,Unclassified,,SDE,01/30/2015 12:56:47,SDE,02/05/2015 17:47:06,-84.36176769,33.73904955
388,Operation PEACE,Fulton,420 Boulevard,Atlanta,,ALFI,Orchard,Unclassified,,SDE,01/30/2015 13:01:48,SDE,02/05/2015 17:47:06,-84.37173736,33.76598119
389,Fresh Roots Farm,Fulton,1260 Foster Street,Atlanta,,ARC,Farm,Unclassified,,SDE,01/30/2015 13:19:01,SDE,02/05/2015 17:47:45,-84.41689949,33.78620059
390,Fernbank Science Center,DeKalb,Heaton Park Drive,Atlanta,,ARC,Garden,Education,,SDE,01/30/2015 13:31:42,SDE,01/30/2015 21:10:10,-84.31777879,33.77888354
391,Allgood Elementary School,DeKalb,,Stone Mountain,30083,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.21140551,33.77904955
392,Arnold Mill Elementary School,Cherokee,,Woodstock,30188,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.44015007,34.10980377
393,Birney Elementary School,Cobb,,Marietta,30060,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.57891183,33.88079972
394,Boston Elementary School,Cherokee,,Woodstock,30189,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.58999685,34.12956868
395,Bouie Theme School,DeKalb,,Lithonia,30038,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.18470767,33.68780073
396,Briarlake Elementary School,DeKalb,,Decatur,30033,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.26849464,33.83899918
397,Brumby Elementary School,Cobb,,Marietta,30067,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.46754953,33.91994074
398,Canton YMCA,Cherokee,,Canton,30114,UGA Extension Service,Garden,Community,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.49402307,34.2414041
399,Cary Reynolds Elementary School,DeKalb,,Doraville,30340,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.27094094,33.8942961
400,Chamblee Charter High School,DeKalb,,Chamblee,30341,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.30535291,33.89879388
401,Chestnut Elementary School,DeKalb,,Dunwoody,30338,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.29557738,33.92830262
402,Clarkston High School,DeKalb,,Clarkston,30021,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.23603429,33.79217275
403,D.A.T.E. Academy School,DeKalb,,Stone Mountain,30083,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.19887058,33.82353209
404,Decatur Scott Community Garden,DeKalb,,Decatur,30030,UGA Extension Service,Garden,Community,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.30227635,33.78624736
405,DeKalb Academy of Tech & Enivronment School,DeKalb,,Stone Mountain,30083,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.19887058,33.82353209
406,DeKalb Alternative,DeKalb,,Stone Mountain,30083,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.19879753,33.79992735
407,Floyd Middle School,Cobb,,Mableton,30126,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.57620577,33.83725582
408,Freedom Middle School,Cherokee,,Canton,30114,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.53730509,34.19297999
409,Hebron Christian Academy Veggie School Garden,Gwinnett,,Dacula,30019,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-83.91366407,34.00649928
410,Hightower Elementary School,DeKalb,,Doraville,30360,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.28016151,33.91835238
411,Idlewood Elementary School,DeKalb,,Tucker,30084,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.22185209,33.82692172
412,Lake Lucerne Estates Community Garden,Gwinnett,,Lilburn,30047,UGA Extension Service,Garden,Community,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.09089225,33.83479174
413,Hollydale Elementary School,Cobb,,Marietta,30008,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.61085237,33.88421541
414,Level Creek Elementary,Gwinnett,,Suwanee,30024,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.06975123,34.07072303
415,Little River Elementary School,Cherokee,,Woodstock,30188,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.47052198,34.10618921
416,Marietta YELLS/Franklin Road Garden,Cobb,,Marietta,30067,UGA Extension Service,Garden,Community,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.50362055,33.93518413
417,Midway Covenant School,Cobb,,Powder Springs,30127,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.68800369,33.94454321
418,Mill Pond Community Garden,Cobb,,Smyrna,30082,UGA Extension Service,Garden,Community,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.52135685,33.85811355
419,Norcross Community Garden,Gwinnett,,Norcross,30071,UGA Extension Service,Garden,Community,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.21002647,33.94344874
420,Norcross Elementary School Vegetable Garden,Gwinnett,,Norcross,30071,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.22147205,33.93759341
421,North Cobb Neighborhood Senior Community Garden,Cobb,,Acworth,30101,UGA Extension Service,Garden,Community,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.70067069,34.05026325
422,North Marietta Neighborhood Community Garden,Cobb,,Marietta,30060,UGA Extension Service,Garden,Community,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.54202568,33.96268547
423,Norton Park Elementary School,Cobb,,Smyrna,30082,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.55132816,33.87951779
424,Oakview Elementary School,DeKalb,,Decatur,30034,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.26964023,33.67962774
425,Peachtree Charter Middle School,DeKalb,,Dunwoody,30338,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.29488458,33.93110045
426,Pharr Elementary School,Gwinnett,,Snellville,30078,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.00625626,33.89054625
427,Pinckneyville Middle School Garden,Gwinnett,,Norcross,30092,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.23023998,33.98446493
428,R. D. Head Elementary School,Gwinnett,,Lilburn,30047,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.06304019,33.85487845
429,Rockdale County Community Garden,Rockdale,,Conyers,30094,UGA Extension Service,Garden,Community,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.02028364,33.65466832
430,Rowland Elementary School,DeKalb,,Stone Mountain,30083,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.22193013,33.7580015
431,Sanders Elementary School,Cobb,,Austell,30106,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.59885126,33.84766781
432,Shiloh Elementary School Granny's Garden,Gwinnett,,Snellville,30039,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.07784953,33.82902853
433,Smoke Rise Charter School,DeKalb,,Stone Mountain,30087,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.15978606,33.83797977
434,South Fulton Community Garden,Fulton,,East Point,30344,UGA Extension Service,Garden,Community,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.4457378,33.67573678
435,Stoneview Elementary,DeKalb,,Lithonia,30058,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.11785582,33.70724993
436,Sycamore Elementary School,Gwinnett,,Sugar Hill,30518,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.0464037,34.12776265
437,Teasley Elementary School,Cobb,,Smyrna,30080,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.48694952,33.86426126
438,Timber Ridge Elementary School,Cobb,,Marietta,30068,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.40515309,33.99363085
439,Waldorff School,DeKalb,,Decatur,30030,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.28097373,33.76244823
440,Unity North Organic Community Garden,Cobb,,Marietta,30066,UGA Extension Service,Garden,Community,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.44931178,34.0552465
441,Smyrna Community Garden,Cobb,,Smyrna,30082,UGA Extension Service,Garden,Community,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.5361479,33.8521596
442,Roberts Elementary School,Gwinnett,,Suwanee,30024,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.05123441,34.07257401
443,Knox Elementary School,Cherokee,,Canton,30114,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.53262394,34.21620016
444,Compton Elementary School,Cobb,,Powder Springs,30127,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/24/2015 16:04:18,-84.67738859,33.87090361
445,Hairston Lake Community Garden,DeKalb,1023 North Hairston Road,Stone Mountain,30083,Food Well Alliance,Garden,,,SDE,03/12/2015 21:05:22,SDE,03/12/2015 21:07:23,-84.19168111,33.80720561
446,Atlanta Family Church,DeKalb,3060 Bouldercrest Rd,Ellenwood,30294,Food Well Alliance,Garden,,,SDE,03/12/2015 21:17:33,SDE,03/12/2015 21:24:08,-84.30719743,33.67138624
447,Big Bethel Village,Fulton,500 Richard Allen Blvd SW,Atlanta,30331,Food Well Alliance,Garden,,,SDE,03/12/2015 21:24:52,SDE,03/12/2015 21:25:35,-84.51461935,33.73983803
448,Thomasville Center of Hope Boys and Girls Club,Fulton,1835 Henry Thomas Drive SE,Atlanta,30315,Food Well Alliance,Garden,,,SDE,03/12/2015 21:32:59,SDE,03/12/2015 21:34:20,-84.35634989,33.70415686
449,Elm Street Urban Farm,Fulton,380 Elm Street NW,Atlanta,30314,Food Well Alliance,Garden,,ElmStreetUrbanFarm.jpg,SDE,04/24/2015 14:18:03,SDE,06/14/2016 16:08:21,-84.40906658,33.76501783
450,Atlanta Neighborhood Charter School Farm,DeKalb,688 Grant Street,Atlanta,30316,Food Well Alliance,Garden,,,SDE,04/24/2015 14:22:18,SDE,04/24/2015 14:23:25,-84.37623364,33.73507597
451,Favor Garden,Clayton,1926 John Calvin Ave,College Park,30337,Food Well Alliance,Garden,,,SDE,04/24/2015 14:47:29,SDE,04/24/2015 15:32:21,-84.45212906,33.6576383
452,St. Nicholas Orthox Academy Garden,Fulton,543 Cherokee Ave SE,Atlanta,30312,Food Well Alliance,Garden,,,SDE,04/24/2015 15:00:08,SDE,04/24/2015 15:32:22,-84.37396599,33.73986646
453,Back to Eden,Fulton,291 Hamilton E Holmes Dr NW,Atlanta,30318,Food Well Alliance,Garden,,,SDE,04/24/2015 15:16:07,SDE,04/24/2015 15:32:22,-84.46936819,33.76303084
454,Pittman Park/Brother Moore Garden,Fulton,950 Garibaldi St SW,Atlanta,30310,Food Well Alliance,Garden,,,SDE,04/24/2015 15:23:05,SDE,04/24/2015 15:32:34,-84.3976455,33.72795865
455,Sawyer Road Elementary SEALS,Cobb,840 Sawyer Rd,Marietta,30062,Food Well Alliance,Garden,,,SDE,04/24/2015 15:31:29,SDE,04/24/2015 15:32:24,-84.52714748,33.98604534
456,Gilliam's Garden,Fulton,Oakland Terrace,Atlanta,,ALFI,Garden,Unclassified,,SDE,04/29/2015 19:44:42,SDE,04/29/2015 19:45:23,-84.43002926,33.72092824
457,Coan Edible School Yard,DeKalb,Hardee Street,,,Southeastern Horticultural Society,Garden,School,,SDE,04/29/2015 20:31:56,SDE,04/29/2015 20:33:22,-84.33770496,33.75509059
458,UPS Headquarters,Fulton,Glenlake Parkway,,,Fulton County Cooperative Extension Service,Garden,,,SDE,04/29/2015 20:38:29,SDE,04/29/2015 20:39:02,-84.35998966,33.94309921
459,HABESHA,Fulton,477 Windsor Street SW,Atlanta,30312,ALFI,Orchard,,,SDE,05/12/2015 18:00:31,SDE,05/12/2015 18:15:43,-84.39977203,33.74129579
460,United Methodist Children's Home,Dekalb,500 South Columbia Drive,Decatur,30030,ALFI,Orchard,,,SDE,05/12/2015 18:05:35,SDE,05/12/2015 18:17:36,-84.2785829,33.76664041
461,Welch Street Community Garden,Fulton,975 Welch Street,Atlanta,30310,ALFI,Orchard,Community,,SDE,05/12/2015 18:12:26,SDE,05/12/2015 18:18:19,-84.40517187,33.72834995
462,Outdoor Activity Center,Fulton,1442 Richland Road,Atlanta,30310,ALFI,Orchard,Community,,SDE,05/12/2015 18:21:37,SDE,05/12/2015 18:22:22,-84.43492378,33.73026888
463,Wesley International Academy,Fulton,211 Memorial Drive,Atlanta,30312,ALFI,Orchard,,,SDE,05/12/2015 18:25:40,SDE,05/12/2015 18:25:40,-84.38110557,33.7464848
464,Roots of Change Farm,Dekalb,1634 South Hairston Road,Stone Mountain,30088,ALFI,Orchard,,,SDE,05/12/2015 19:24:36,SDE,05/12/2015 19:24:36,-84.19582754,33.74647279
465,Gateway Park,Fulton,Brantley Street NE,Atlanta,30307,ALFI,Orchard,,,SDE,05/12/2015 19:30:58,SDE,05/12/2015 19:30:58,-84.34961758,33.75836371
466,Northwest Youth Power Early Learning Center,Fulton,1225 Donald Lee Hollowell Parkway,Atlanta,30318,ALFI,Orchard,,,SDE,05/12/2015 19:40:04,SDE,05/12/2015 19:40:04,-84.42839178,33.7719587
467,Omenala Griot African Teaching Museum,Fulton,337 Dargan Place,Atlanta,30310,ALFI,Orchard,,OmenalaGriot.jpg,SDE,05/12/2015 19:43:27,SDE,06/14/2016 16:13:56,-84.424718,33.74573139
468,East Point Historical Society,Fulton,1685 Norman Berry Drive,East Point,30344,Concrete Jungle,Orchard,,,SDE,05/12/2015 19:51:01,SDE,05/12/2015 20:19:14,-84.44367082,33.68559765
469,River Park,Fulton,Blount Street,East Point,30344,Concrete Jungle,Orchard,,,SDE,05/12/2015 19:56:25,SDE,05/12/2015 20:19:55,-84.42335983,33.67870658
470,Kindezi School,Fulton,1890 Detroit Avenue,Atlanta,30314,Concrete Jungle,Orchard,,,SDE,05/12/2015 20:00:25,SDE,05/12/2015 20:20:50,-84.44850164,33.76607146
471,Colonial Hills Neighborhood Orchard,Fulton,,Atlanta,30344,Concrete Jungle,Orchard,,,SDE,05/12/2015 20:03:33,SDE,05/12/2015 20:21:24,-84.43798982,33.69630068
472,Toomer Elementary School,Dekalb,65 Rogers Street,Atlanta,30317,Concrete Jungle,Orchard,,,SDE,05/12/2015 20:06:21,SDE,05/12/2015 20:21:50,-84.32793681,33.75451963
473,Coan Middle School,Dekalb,1503 Hardee Street,Atlanta,30317,Concrete Jungle,Orchard,,,SDE,05/12/2015 20:10:35,SDE,05/12/2015 20:22:15,-84.33785588,33.75521356
474,Dekalb Memorial Park,Dekalb,353 Wilkinson Drive,Atlanta,30317,Concrete Jungle,Orchard,,,SDE,05/12/2015 20:12:46,SDE,05/12/2015 20:22:40,-84.33033789,33.74339156
475,East Atlanta Village Farmers Market,Dekalb,561 Flat Shoals Avenue,Atlanta,30316,Concrete Jungle,Orchard,,,SDE,05/12/2015 20:16:58,SDE,05/12/2015 20:23:12,-84.34420188,33.73879949
476,Brownwood Park,Dekalb,602 Brownwood Avenue,Atlanta,30316,Concrete Jungle,Orchard,,,SDE,05/12/2015 20:26:01,SDE,05/12/2015 20:26:01,-84.34710777,33.73765346
477,Branan Towers,Dekalb,1200 Glenwood Avenue,Atlanta,30316,Concrete Jungle,Orchard,,,SDE,05/12/2015 20:32:59,SDE,05/12/2015 20:32:59,-84.34762888,33.74048567
478,McNair High School,Dekalb,1804 Bouldercrest Road,Atlanta,30316,Concrete Jungle,Orchard,,,SDE,05/12/2015 20:35:52,SDE,05/12/2015 20:35:52,-84.32607585,33.70588843
479,Patchworks City Farms,Fulton,765 Peeples Street,Atlanta,30310,Concrete Jungle,Orchard,,PatchworkCityFarms.jpg,SDE,5/12/15 20:39,SDE,06/14/2016 16:13:14,-84.42166182,33.73465821
480,Brown Middle School Beltline Orchard,Fulton,Beecher Street & Peeples Street,Atlanta,30310,Concrete Jungle,Orchard,,PatchworkCityFarms.jpg,SDE,05/12/2015 20:45:12,SDE,06/14/2016 16:13:23,-84.42171582,33.73289253
481,Good Shepherd Agro Ecology Center,Fulton,445 Lawton Street,Atlanta,30310,Concrete Jungle,Orchard,,,SDE,05/12/2015 20:47:43,SDE,06/14/2016 15:14:48,-84.42414589,33.74278982
482,Erskine Fountain Community Orchards,Fulton,Cherokee Avenue & Orchard Street,Atlanta,30315,Concrete Jungle,Orchard,,,SDE,05/12/2015 20:51:37,SDE,05/12/2015 20:51:37,-84.37351977,33.73131343
483,Doghead Farm,Fulton,1117 Birch Street,Atlanta,30310,Concrete Jungle,Orchard,,,SDE,05/12/2015 20:53:47,SDE,05/12/2015 20:53:47,-84.42497782,33.70557558
484,Gilliam's Community Garden,Fulton,1286 Oakland Terrace,Atlanta,30310,Concrete Jungle,Orchard,,,SDE,05/13/2015 11:37:28,SDE,05/13/2015 11:37:28,-84.43022673,33.72115252
485,Providence Missionary Baptist Church,Fulton,2295 Benjamin E Mays Drive,Atlanta,30311,Concrete Jungle,Orchard,,,SDE,05/13/2015 11:41:10,SDE,05/13/2015 11:41:10,-84.46326178,33.72385132
486,Lake Claire Community Land Trust,Dekalb,280 Arizona Avenue,Atlanta,30307,Concrete Jungle,Orchard,,,SDE,05/13/2015 11:44:04,SDE,05/13/2015 11:44:04,-84.33194681,33.7620203
487,Mary Lin Elementary School,Dekalb,586 Candler Park Drive,Atlanta,30307,Concrete Jungle,Orchard,,,SDE,05/13/2015 11:46:58,SDE,05/13/2015 11:46:58,-84.34039678,33.76926459
488,Vine City Neighborhood Orchard,Fulton,292 Sunset Avenue,Atlanta,30314,Concrete Jungle,Orchard,,,SDE,05/13/2015 11:49:48,SDE,06/14/2016 15:26:07,-84.4101663,33.76248531
489,Washington Park,Fulton,102 Ollie Street,Atlanta,30314,Concrete Jungle,Orchard,,,SDE,05/13/2015 11:52:31,SDE,06/14/2016 15:35:42,-84.4216363,33.75817731
490,Tapestry Community Garden,Fulton,842 East Confederate Avenue,Atlanta,30316,Concrete Jungle,Orchard,,,SDE,05/13/2015 12:01:46,SDE,05/13/2015 12:01:46,-84.36042681,33.72810328
491,Choosewood Park Neighborhood Orchard,Fulton,1334 Grant Street,Atlanta,30315,Concrete Jungle,Orchard,,,SDE,05/13/2015 12:05:54,SDE,05/13/2015 12:05:54,-84.37677457,33.71815534
492,Truly Living Well,Fulton,75 Hilliard Street,Atlanta,30312,Concrete Jungle,Orchard,,,SDE,05/13/2015 12:09:50,SDE,05/13/2015 12:09:50,-84.3766738,33.75180931
493,Wylde Center,Dekalb,435 Oakview Road,Decatur,30030,Concrete Jungle,Orchard,,,SDE,05/13/2015 12:12:54,SDE,05/13/2015 12:12:54,-84.29712203,33.76193361
494,Cosby Spear Memorial Tower,Fulton,355 North Avenue,Atlanta,30308,ALFI,Orchard,,,SDE,05/13/2015 19:42:13,SDE,05/13/2015 19:45:39,-84.37555724,33.77098709
495,Community Garden of Morrow,Clayton,Jonesboro Road,,,ACFB,Garden,Community Garden,,SDE,02/09/2016 21:28:35,SDE,02/09/2016 21:33:17,-84.3353655,33.59510802
496,Homegrown Restaurant,Fulton,Memorial Drive,Atlanta,,ARC,Farm,Urban Farm,,SDE,04/15/2016 16:23:19,SDE,04/15/2016 16:24:19,-84.35588143,33.74712823
497,Atwood Community Garden at Kittridge Park,DeKalb,Off of Holly Lane Road,Atlanta,,ACFB,Garden,Community Garden,,SDE,5/16/16 15:08,SDE,05/16/2016 15:09:14,-84.32422206,33.8228552
498,Austin Drive Garden,DeKalb,1989 Austin Drive,Decatur,,ACFB,Garden,Community Garden,,SDE,05/16/2016 15:13:40,SDE,05/16/2016 15:14:16,-84.23607247,33.73206966
499,Blackburn Park Community Garden,DeKalb,Donaldson Drive,,,ACFB,Garden,Community Garden,,SDE,05/16/2016 15:25:46,SDE,05/16/2016 15:26:52,-84.32582244,33.89413041
500,Blackshere Community Garden,Fulton,14 Meldon Avenue,Atlanta,,ACFB,Garden,Community Garden,,SDE,05/16/2016 15:39:38,SDE,05/16/2016 15:42:44,-84.38257404,33.71141676
501,Camp Isadore Alterman,DeKalb,5342 Tilly Mill Road,Dunwoody,,ACFB,Garden,Garden,,SDE,06/20/2016 15:52:09,SDE,06/20/2016 15:53:32,-84.30466927,33.94635952
502,Cider City Garden,DeKalb,2052 Dover Hill Pl,,,,Garden,,,SDE,07/07/2016 13:54:38,SDE,07/07/2016 13:58:08,-84.30405714,33.85812682
503,Cinnamon City Farms,,1490 Joseph E. Boone,,,,Garden,,,SDE,07/07/2016 13:58:08,SDE,07/07/2016 13:58:38,-84.43665978,33.76344783
504,Dunwoody Nature Center,,5343 Roberts Drive,,,,Garden,,,SDE,07/07/2016 14:13:08,SDE,07/07/2016 14:13:31,-84.33278267,33.95661978
505,Families First Community Garden,,8410 Gullatt Road,,,,Garden,,,SDE,07/07/2016 14:15:39,SDE,07/07/2016 14:16:11,-84.61368603,33.52411437
506,Farm Chastain ,,4001 Powers Ferry Rd,,,,Garden,,,SDE,07/07/2016 14:17:45,SDE,07/07/2016 14:19:54,-84.38916055,33.86666253
507,"Flatshoals rd. 30349 Community Garden, Inc.",,3190 Flatshoals Rd,,,,Garden,,,SDE,07/07/2016 14:19:54,SDE,07/07/2016 14:20:32,-84.49365356,33.58074964
508,Gainesville Housing Authority Garden,,854 Davis Street,Gainesville,,,Garden,,,SDE,07/07/2016 14:23:18,SDE,07/07/2016 14:27:31,-83.83009173,34.28517219
509,Gan Tamid Community Garden,,11165 Parsons Road,,,,Garden,,,SDE,07/07/2016 14:27:57,SDE,07/07/2016 14:30:29,-84.19849107,34.05254002
510,Georgia Baptist Children's Homes and Family Ministries,,729 Lawrence Street NE,,,,Garden,,,SDE,07/07/2016 14:30:29,SDE,07/07/2016 14:30:52,-84.53092792,33.953465
511,Greater Piney Grove Community Farm,,1879 Glenwood Ave SE,,,,Garden,,,SDE,07/07/2016 14:36:38,SDE,07/07/2016 14:37:01,-84.32508146,33.73963511
512,Harvest of the Heart Garden,,1140 Monticello Hwy #200a,,,,Garden,,,SDE,07/07/2016 14:41:59,SDE,07/07/2016 14:42:27,-83.51023846,33.54367015
513,Howell Station Community Garden,,1150 Niles Ave NW,,,,Garden,,,SDE,07/07/2016 14:48:32,SDE,07/07/2016 14:48:50,-84.42426421,33.7825047
514,John Harland Boys & Girls Club Garden,,434 Peoples Street SW,,,,Garden,,,SDE,07/07/2016 14:50:57,SDE,07/07/2016 14:53:03,-84.41999574,33.74312067
515,Jones Bridge Community Garden,,4403 Whitecap Lane,,,,Garden,,,SDE,07/07/2016 14:53:03,SDE,07/07/2016 14:53:26,-84.21942345,33.99873187
516,Jospeh B. Whitehead Boys & Girls Club,,,,,,Garden,,,SDE,07/07/2016 14:56:04,SDE,07/07/2016 14:56:16,-84.39191381,33.70028217
517,Lewis Street Community Garden,,,,,,Garden,,,SDE,07/07/2016 14:58:55,SDE,07/07/2016 14:59:04,-84.15119396,33.43959023
518,Mason's LaVista community garden,,2998 LaVista Rd,,,,Garden,,,SDE,07/07/2016 15:08:29,SDE,07/07/2016 15:08:52,-84.28338701,33.82611698
519,Mena's farm,,544 Elmwood Rd,,,,Garden,,,SDE,07/07/2016 15:11:38,SDE,07/07/2016 15:11:55,-84.43940793,33.77014162
520,My Sisters Atlanta Union Mission House,,921 Howell Mill Rd,,,,Garden,,,SDE,07/07/2016 15:13:56,SDE,07/07/2016 15:14:18,-84.40958421,33.78024799
521,North Decatur Presvyterian Church Garden,,611 Medlock Road,,,,Garden,,,SDE,07/07/2016 15:16:51,SDE,07/07/2016 15:17:06,-84.28954121,33.79478354
522,Pearl Academy Agriculture and Environmental Center,,1722 Harbin Road SW,,,,Garden,,,SDE,07/07/2016 15:23:20,SDE,07/07/2016 15:23:38,-84.48095614,33.70827218
523,San Pedro Community Garden at Westview,,1540 Olympian Circle SW,,,,Garden,,,SDE,07/07/2016 15:26:14,SDE,07/07/2016 15:26:38,-84.4383686,33.7351608
524,Seeds of Life Community Garden,,2820 Peachtree Road NW,,,,Garden,,,SDE,07/07/2016 15:28:17,SDE,07/07/2016 15:28:41,-84.38720528,33.83356707
525,The GROVE Urban Farm,,1577 Terry Mill Road,,,,Garden,,,SDE,07/07/2016 15:30:17,SDE,07/07/2016 15:30:37,-84.32227966,33.7393439
526,The Mustard Seed Garden at St. Luke's,,435 Peachtree Street NE,,,,Garden,,,SDE,07/07/2016 15:32:16,SDE,07/07/2016 15:32:35,-84.3848017,33.76582206
527,The Veranda at Carver,,217 Thirkeld Ave,,,,Garden,,,SDE,07/07/2016 15:34:01,SDE,07/07/2016 15:36:21,-84.39297045,33.71396147
528,Welcome House (Caring Works),,234 Memorial Drive,Atlanta,,,Garden,,,SDE,07/07/2016 15:36:21,SDE,07/07/2016 15:37:01,-84.3950982,33.74626937
529,Post Briarcliff Community Garden,,500 Briarvista Way,,,,Garden,,,SDE,07/07/2016 19:27:49,SDE,07/07/2016 19:28:14,-84.33234311,33.8148996
530,Post Collier Hills Community Garden,,914 Collier Road NW,,,,Garden,,,SDE,07/07/2016 19:29:36,SDE,7/7/16 19:30,-84.41614892,33.80894603
531,Post Crest Community Garden,,50 Adams Lake Blvd,,,,Garden,,,SDE,07/07/2016 19:31:10,SDE,07/07/2016 19:31:30,-84.47239854,33.87659889
532,Post Glen Community Garden,,4120 Peachtree Rd NE,,,,Garden,,,SDE,07/07/2016 19:32:47,SDE,07/07/2016 19:33:15,-84.34018362,33.86257053
